18.8283	0.00418167
28.8627	0.472126
39.792	0.431015
55.852	0.0796533
72.2581	0.227473
86.9687	1.15706
92.2108	0.852457
126.162	1.60944
145.763	1.42963
156.437	0.800564
161.382	0.170239
198.217	0.421543
218.552	0.341688
230.123	0.243998
255.908	0.33272
266.331	0.309645
275.633	0.528402
287.88	3.28266
296.845	0.0593999
310.033	0.687407
316.652	0.00529007
332.399	2.95136
355.257	1.56964
378.953	3.72355
405.272	0.480943
408.133	0.892309
413.023	1.87485
437.949	13.2604
442.624	43.9779
459.971	0.559689
473.909	3.88538
493.076	0.453838
545.553	4.09799
556.487	1.32856
590.069	4.41041
628.386	4.86031
631.634	1.04758
638.042	2.57274
695.13	4.73567
701.905	3.09766
727.072	6.48678
728.308	11.478
769.933	11.424
782.706	1.9205
805.712	2.33222
814.879	1.21228
821.478	6.70267
833.521	6.82484
857.729	0.819104
898.699	0.453686
910.75	0.474091
922.023	0.162733
922.757	1.48454
932.924	0.0954732
936.051	3.36685
944.47	7.6243
958.482	0.0079603
995.367	0.600347
1001.94	84.3306
1011.39	4.40275
1017.7	0.0152656
1032.62	8.07119
1058.54	40.8001
1081.54	31.9763
1089.92	7.76466
1106.66	8.00881
1110.5	5.25818
1121.61	2.04428
1151.01	0.300274
1166.38	6.69017
1173.43	24.4937
1183.08	4.25931
1188.56	1.90317
1188.68	1.37033
1193.68	2.56881
1227.34	14.7758
1250.43	17.2704
1260.51	1.97728
1286.62	   100
1293.69	28.6831
1300.71	28.1495
1319.21	69.6095
1353.29	6.62997
1362.7	1.99284
1363.36	4.36234
1378.54	20.2154
1393.69	1.4395
1407.93	2.87629
1418.43	 7.895
1431.87	4.74323
1443.98	0.00251908
1444.2	2.95695
1447.74	0.0400534
1451.31	1.01529
1457.2	1.8414
1465.04	4.50825
1468.39	2.37529
1474.3	0.705998
1480.57	1.06572
1485.49	21.3645
1504.27	48.1441
1565.1	0.703882
1568.71	0.211049
1598.42	1.99869
1609.13	4.90918
1702.38	91.2545
2877.15	22.0527
2927.44	18.956
2931.04	13.0213
2931.77	13.6494
2938.87	14.6602
2977.06	17.3609
2998.3	 2.046
2999.34	3.22604
2999.59	8.14933
3005.6	10.7197
3006.61	49.3739
3010.35	14.1314
3012.2	19.0711
3060.24	4.42804
3074.58	12.109
3075.81	1.5514
3076.72	4.00594
3088.28	9.5912
3098.96	8.88465
3102.46	6.76711
3105.17	3.63881
3119.92	1.48147
3673.94	56.6436
